"district_type";"district";"party";"rank_list";"name";"birth_year";"beruf";"pref_votes_abs"
"Landeswahlkreis";"Landesparteiliste Wien";"Liste 3, Freiheitliche Partei Österreichs (FPÖ)";38;"Kerschbaum, Gerald";1963;"Angestellter";15
"Landeswahlkreis";"Landesparteiliste Wien";"Liste 3, Freiheitliche Partei Österreichs (FPÖ)";39;"Saurer, Mag. Bernd";1974;"Bundesrat";3
"Landeswahlkreis";"Landesparteiliste Wien";"Liste 3, Freiheitliche Partei Österreichs (FPÖ)";40;"Suzan, Gerald";1969;"öffentlich Bediensteter";3
"Landeswahlkreis";"Landesparteiliste Wien";"Liste 3, Freiheitliche Partei Österreichs (FPÖ)";41;"Brunner-Blasek, Jutta";1954;"selbstständig";3
"Landeswahlkreis";"Landesparteiliste Wien";"Liste 3, Freiheitliche Partei Österreichs (FPÖ)";42;"Janata, Rosa";1949;"Pensionistin";5
"Landeswahlkreis";"Landesparteiliste Wien";"Liste 3, Freiheitliche Partei Österreichs (FPÖ)";43;"Kreuzberger, Ulrike";1957;"Angestellte";5
"Landeswahlkreis";"Landesparteiliste Wien";"Liste 3, Freiheitliche Partei Österreichs (FPÖ)";44;"Rödler, Dr. Sabine";1969;"öffentlich Bedienstete";15
"Landeswahlkreis";"Landesparteiliste Wien";"Liste 3, Freiheitliche Partei Österreichs (FPÖ)";45;"Nebenführ, Mag. Elke";1971;"öffentlich Bedienstete";11
"Landeswahlkreis";"Landesparteiliste Wien";"Liste 3, Freiheitliche Partei Österreichs (FPÖ)";46;"Repper, Ronald";1973;"öffentlich Bediensteter";4
"Landeswahlkreis";"Landesparteiliste Wien";"Liste 3, Freiheitliche Partei Österreichs (FPÖ)";47;"Raab, Verena";1982;"Angestellte";10
"Landeswahlkreis";"Landesparteiliste Wien";"Liste 3, Freiheitliche Partei Österreichs (FPÖ)";48;"Weinzierl, Maximilian";1997;"Angestellter";17
"Landeswahlkreis";"Landesparteiliste Wien";"Liste 3, Freiheitliche Partei Österreichs (FPÖ)";49;"Cadilek, Wolfgang";1967;"öffentlich Bediensteter";5
"Landeswahlkreis";"Landesparteiliste Wien";"Liste 3, Freiheitliche Partei Österreichs (FPÖ)";50;"Schmied, Mag. Christian";1976;"öffentlich Bediensteter";8
"Landeswahlkreis";"Landesparteiliste Wien";"Liste 3, Freiheitliche Partei Österreichs (FPÖ)";51;"Hammerschmid, Sven";1972;"öffentlich Bediensteter";3
"Landeswahlkreis";"Landesparteiliste Wien";"Liste 3, Freiheitliche Partei Österreichs (FPÖ)";52;"Mantler, Christian";1962;"öffentlich Bediensteter";7
"Landeswahlkreis";"Landesparteiliste Wien";"Liste 3, Freiheitliche Partei Österreichs (FPÖ)";53;"Unger, Sabine";1973;"Angestellte";10
"Landeswahlkreis";"Landesparteiliste Wien";"Liste 3, Freiheitliche Partei Österreichs (FPÖ)";54;"Schöberl, Edith";1943;"Pensionistin";3
"Landeswahlkreis";"Landesparteiliste Wien";"Liste 3, Freiheitliche Partei Österreichs (FPÖ)";55;"Krenek, Alfred";1968;"öffentlich Bediensteter";7
"Landeswahlkreis";"Landesparteiliste Wien";"Liste 3, Freiheitliche Partei Österreichs (FPÖ)";56;"Steininger, Alexander";1965;"öffentlich Bediensteter";6
"Landeswahlkreis";"Landesparteiliste Wien";"Liste 3, Freiheitliche Partei Österreichs (FPÖ)";57;"Eisenbarth, Gerald";1957;"öffentliche Bediensteter";1
"Landeswahlkreis";"Landesparteiliste Wien";"Liste 3, Freiheitliche Partei Österreichs (FPÖ)";58;"Putnik, Goran";1984;"öffentlich Bediensteter";15
"Landeswahlkreis";"Landesparteiliste Wien";"Liste 3, Freiheitliche Partei Österreichs (FPÖ)";59;"Sahanek, Günther";1961;"öffentlich Bediensteter";10
"Landeswahlkreis";"Landesparteiliste Wien";"Liste 3, Freiheitliche Partei Österreichs (FPÖ)";60;"Weiner, Mag. Gerhard";1962;"öffentlich Bediensteter";5
"Landeswahlkreis";"Landesparteiliste Wien";"Liste 3, Freiheitliche Partei Österreichs (FPÖ)";61;"Reinwein-Karik, Mag. Adelheid";1965;"Angestellte";2
"Landeswahlkreis";"Landesparteiliste Wien";"Liste 3, Freiheitliche Partei Österreichs (FPÖ)";62;"Kapral, Dr. Peter";1933;"Pensionist";4
"Landeswahlkreis";"Landesparteiliste Wien";"Liste 3, Freiheitliche Partei Österreichs (FPÖ)";63;"Prinz, Walter";1935;"Pensionist";3
"Landeswahlkreis";"Landesparteiliste Wien";"Liste 3, Freiheitliche Partei Österreichs (FPÖ)";64;"Meyer, Uta";1942;"Immobilienmaklerin";2
"Landeswahlkreis";"Landesparteiliste Wien";"Liste 3, Freiheitliche Partei Österreichs (FPÖ)";65;"Waneck, Dr. Reinhart";1945;"Arzt";24
"Landeswahlkreis";"Landesparteiliste Wien";"Liste 3, Freiheitliche Partei Österreichs (FPÖ)";66;"Kabas, Mag. Hilmar";1942;"Volksanwalt aD";25
"Landeswahlkreis";"Landesparteiliste Wien";"Liste 4, NEOS - Das Neue Österreich (NEOS)";1;"Meinl-Reisinger, Mag. iur.Beate";1978;"Parteivorsitzende, Klubobfrau";2806
"Landeswahlkreis";"Landesparteiliste Wien";"Liste 4, NEOS - Das Neue Österreich (NEOS)";2;"Krisper, Dr. Stephanie";1980;"Nationalratsabgeordnete";686
"Landeswahlkreis";"Landesparteiliste Wien";"Liste 4, NEOS - Das Neue Österreich (NEOS)";3;"Shetty, Yannick";1995;"Student";390
"Landeswahlkreis";"Landesparteiliste Wien";"Liste 4, NEOS - Das Neue Österreich (NEOS)";4;"Brandstötter, Henrike";1975;"Autorin";147
"Landeswahlkreis";"Landesparteiliste Wien";"Liste 4, NEOS - Das Neue Österreich (NEOS)";5;"Bernhard, Michael";1981;"Unternehmer";102
"Landeswahlkreis";"Landesparteiliste Wien";"Liste 4, NEOS - Das Neue Österreich (NEOS)";6;"Pramhofer, Mag. rer. soc. oec.Christoph";1983;"Banker";117
"Landeswahlkreis";"Landesparteiliste Wien";"Liste 4, NEOS - Das Neue Österreich (NEOS)";7;"Arlamovsky, Dr. iur.Karl-Arthur";1972;"Rechtsanwalt";123
"Landeswahlkreis";"Landesparteiliste Wien";"Liste 4, NEOS - Das Neue Österreich (NEOS)";8;"Mittelbach, Stephan";1980;"Angestellter";98
"Landeswahlkreis";"Landesparteiliste Wien";"Liste 4, NEOS - Das Neue Österreich (NEOS)";9;"Enenkel, Thomas";1987;"Systems Architect & Digital Marketer";62
"Landeswahlkreis";"Landesparteiliste Wien";"Liste 4, NEOS - Das Neue Österreich (NEOS)";10;"Holzegger, Ines";1993;"Lehrerin, Studentin";65
"Landeswahlkreis";"Landesparteiliste Wien";"Liste 4, NEOS - Das Neue Österreich (NEOS)";11;"Dorn, Dr. Sabrina";1984;"Ökonomin und Bildungsaktivistin";96
"Landeswahlkreis";"Landesparteiliste Wien";"Liste 4, NEOS - Das Neue Österreich (NEOS)";12;"Mayrhofer-Grünbühel, Mag. Rudolf";1974;"Commercial Director";50
"Landeswahlkreis";"Landesparteiliste Wien";"Liste 4, NEOS - Das Neue Österreich (NEOS)";13;"Hochmüller, Sophie";2000;"Studentin";64
"Landeswahlkreis";"Landesparteiliste Wien";"Liste 4, NEOS - Das Neue Österreich (NEOS)";14;"Ritter, Jan-Gabriel";2001;"Schüler, Student";31
"Landeswahlkreis";"Landesparteiliste Wien";"Liste 4, NEOS - Das Neue Österreich (NEOS)";15;"De Monte, Dr. med. univ.Bastian";1992;"Consultant, Übersetzer";28
"Landeswahlkreis";"Landesparteiliste Wien";"Liste 4, NEOS - Das Neue Österreich (NEOS)";16;"Schwarz, Dipl.-Ing.Maria";1968;"Unternehmensberaterin";57
"Landeswahlkreis";"Landesparteiliste Wien";"Liste 4, NEOS - Das Neue Österreich (NEOS)";17;"Paul, Mag. rer. soc. oec.Alexander";1981;"selbstständiger Steuerberater";21
"Landeswahlkreis";"Landesparteiliste Wien";"Liste 4, NEOS - Das Neue Österreich (NEOS)";18;"Zimmermann, Mag. Heidemarie";1964;"Unternehmerin";18
"Landeswahlkreis";"Landesparteiliste Wien";"Liste 4, NEOS - Das Neue Österreich (NEOS)";19;"Hetzel, Ludwig";1980;"Jurist";32
"Landeswahlkreis";"Landesparteiliste Wien";"Liste 4, NEOS - Das Neue Österreich (NEOS)";20;"Albeseder, Dr. Mag.Werner";1953;"Steuerberater und Wirtschaftsprüfer";25
"Landeswahlkreis";"Landesparteiliste Wien";"Liste 4, NEOS - Das Neue Österreich (NEOS)";21;"Ferraz-Leite, Dr. Samuel";1982;"Domain Lead";18
"Landeswahlkreis";"Landesparteiliste Wien";"Liste 4, NEOS - Das Neue Österreich (NEOS)";22;"Adlaoui-Mayerl, Mag. phil.Johanna";1974;"Kostüm-Designerin";13
"Landeswahlkreis";"Landesparteiliste Wien";"Liste 4, NEOS - Das Neue Österreich (NEOS)";23;"Selimovic, Semir";1987;"Assembly Ingenieur";30
"Landeswahlkreis";"Landesparteiliste Wien";"Liste 4, NEOS - Das Neue Österreich (NEOS)";24;"Sablatnig, Johannes";1999;"Student";35
"Landeswahlkreis";"Landesparteiliste Wien";"Liste 4, NEOS - Das Neue Österreich (NEOS)";25;"Prager, Roland";1978;"Unternehmer, Geschäftsführer";20
"Landeswahlkreis";"Landesparteiliste Wien";"Liste 4, NEOS - Das Neue Österreich (NEOS)";26;"Faltejsek, Roland Harald";1991;"Berufssoldat";18
"Landeswahlkreis";"Landesparteiliste Wien";"Liste 4, NEOS - Das Neue Österreich (NEOS)";27;"Wörndle, Mag. iur.Philipp";1980;"Syndikusanwalt";11
"Landeswahlkreis";"Landesparteiliste Wien";"Liste 4, NEOS - Das Neue Österreich (NEOS)";28;"Papousek, Dr. Angelika";1963;"Ärztin";32
"Landeswahlkreis";"Landesparteiliste Wien";"Liste 4, NEOS - Das Neue Österreich (NEOS)";29;"Kronsteiner, Jakob";1996;"Student";16
"Landeswahlkreis";"Landesparteiliste Wien";"Liste 4, NEOS - Das Neue Österreich (NEOS)";30;"Svoboda, Mag. Beatrice";1970;"Lehrerin";22
"Landeswahlkreis";"Landesparteiliste Wien";"Liste 4, NEOS - Das Neue Österreich (NEOS)";31;"Enwegbara, Mag. Benjamin";1961;"Marketing-Mitarbeiter";13
"Landeswahlkreis";"Landesparteiliste Wien";"Liste 4, NEOS - Das Neue Österreich (NEOS)";32;"Korff-Schmising-Kerssenbrock, Franziskus";1966;"Journalist, Kommunikationsberater";9
"Landeswahlkreis";"Landesparteiliste Wien";"Liste 4, NEOS - Das Neue Österreich (NEOS)";33;"Hofmann, Dr. Alexander";1961;"Rechtsanwalt";18
"Landeswahlkreis";"Landesparteiliste Wien";"Liste 4, NEOS - Das Neue Österreich (NEOS)";34;"Laminger, Dr. Erich";1948;"Unternehmensber. u. Mediator, Pensionist";21
"Landeswahlkreis";"Landesparteiliste Wien";"Liste 4, NEOS - Das Neue Österreich (NEOS)";35;"Pfleger, Mag. iur.Christoph";1974;"geschäftsführender Gesellschafter";16
"Landeswahlkreis";"Landesparteiliste Wien";"Liste 4, NEOS - Das Neue Österreich (NEOS)";36;"Reitsamer, Markus";1975;"Angestellter";15
"Landeswahlkreis";"Landesparteiliste Wien";"Liste 4, NEOS - Das Neue Österreich (NEOS)";37;"Perdau, Mag. rer. soc. oec.Peter";1977;"Key Account Manager";19
"Landeswahlkreis";"Landesparteiliste Wien";"Liste 4, NEOS - Das Neue Österreich (NEOS)";38;"Paces, Mag. Peter";1973;"Unternehmer und Geschäftsführer";9
"Landeswahlkreis";"Landesparteiliste Wien";"Liste 4, NEOS - Das Neue Österreich (NEOS)";39;"Mayr, Christoph";1970;"Key Account Manager";11
"Landeswahlkreis";"Landesparteiliste Wien";"Liste 4, NEOS - Das Neue Österreich (NEOS)";40;"Stradner, Mag.(FH) Florian";1984;"Unternehmer, Projektmanager";10
"Landeswahlkreis";"Landesparteiliste Wien";"Liste 4, NEOS - Das Neue Österreich (NEOS)";41;"D'Aron, Mag. Erhard";1955;"Sozialrechtler";10
"Landeswahlkreis";"Landesparteiliste Wien";"Liste 4, NEOS - Das Neue Österreich (NEOS)";42;"Zeller, Manfred";1954;"freischaffender Maler und Grafiker";3
"Landeswahlkreis";"Landesparteiliste Wien";"Liste 4, NEOS - Das Neue Österreich (NEOS)";43;"Hart, Michael";1969;"Ökonom";15
"Landeswahlkreis";"Landesparteiliste Wien";"Liste 4, NEOS - Das Neue Österreich (NEOS)";44;"Schwarz, Balduin";2001;"Koch";14
"Landeswahlkreis";"Landesparteiliste Wien";"Liste 4, NEOS - Das Neue Österreich (NEOS)";45;"Grain, Markus";1999;"Student";0
"Landeswahlkreis";"Landesparteiliste Wien";"Liste 4, NEOS - Das Neue Österreich (NEOS)";46;"Bachleitner, Johannes";1992;"Student";24
"Landeswahlkreis";"Landesparteiliste Wien";"Liste 4, NEOS - Das Neue Österreich (NEOS)";47;"Gaismayer, Stefanie";1989;"Angestellte";33
"Landeswahlkreis";"Landesparteiliste Wien";"Liste 4, NEOS - Das Neue Österreich (NEOS)";48;"Gara, Dr. Stefan";1964;"Unternehmer";12
"Landeswahlkreis";"Landesparteiliste Wien";"Liste 4, NEOS - Das Neue Österreich (NEOS)";49;"Gebhardt, Dipl.-Ing.Marcello";1969;"Bauingenieur";14
"Landeswahlkreis";"Landesparteiliste Wien";"Liste 4, NEOS - Das Neue Österreich (NEOS)";50;"Gressenbauer, Ursula Eva Monika";1966;"Trainerin, Mediatorin";13
"Landeswahlkreis";"Landesparteiliste Wien";"Liste 4, NEOS - Das Neue Österreich (NEOS)";51;"Grotschar, Mario";1982;"Software Ingenieur";20
"Landeswahlkreis";"Landesparteiliste Wien";"Liste 4, NEOS - Das Neue Österreich (NEOS)";52;"Hahn, Christine";1949;"Pensionistin";9
"Landeswahlkreis";"Landesparteiliste Wien";"Liste 4, NEOS - Das Neue Österreich (NEOS)";53;"Hu, Mag. pharm.Jing";1985;"Apothekerin";37
"Landeswahlkreis";"Landesparteiliste Wien";"Liste 4, NEOS - Das Neue Österreich (NEOS)";54;"Taudes, Elisabeth";1970;"Betriebsleiterin";9
"Landeswahlkreis";"Landesparteiliste Wien";"Liste 4, NEOS - Das Neue Österreich (NEOS)";55;"Österreicher, Ing. Markus";1977;"Unternehmer";10
"Landeswahlkreis";"Landesparteiliste Wien";"Liste 4, NEOS - Das Neue Österreich (NEOS)";56;"Ries-Schweitzer, Alexander";1976;"Senior Consultant";9
"Landeswahlkreis";"Landesparteiliste Wien";"Liste 4, NEOS - Das Neue Österreich (NEOS)";57;"Tanriverdi, Ekin Fidel";1994;"Angestellter";10
"Landeswahlkreis";"Landesparteiliste Wien";"Liste 4, NEOS - Das Neue Österreich (NEOS)";58;"Unterhofer, Mag. phil.Esther";1985;"Angestellte";0
"Landeswahlkreis";"Landesparteiliste Wien";"Liste 4, NEOS - Das Neue Österreich (NEOS)";59;"Urbanek, Johann";1966;"Angestellter";4
"Landeswahlkreis";"Landesparteiliste Wien";"Liste 4, NEOS - Das Neue Österreich (NEOS)";60;"Wagner, Michael Alexander";1981;"Angestellter";4
"Landeswahlkreis";"Landesparteiliste Wien";"Liste 4, NEOS - Das Neue Österreich (NEOS)";61;"Mayer, Monika";1959;"Trainerin";8
"Landeswahlkreis";"Landesparteiliste Wien";"Liste 4, NEOS - Das Neue Österreich (NEOS)";62;"Hofer, Christoph";1994;"Student, Referent";9
"Landeswahlkreis";"Landesparteiliste Wien";"Liste 4, NEOS - Das Neue Österreich (NEOS)";63;"Hofmann, Herbert";1956;"Unternehmer, Informationstechnologe";4
"Landeswahlkreis";"Landesparteiliste Wien";"Liste 4, NEOS - Das Neue Österreich (NEOS)";64;"Suder, Marcin";1982;"Musikverleger";15
"Landeswahlkreis";"Landesparteiliste Wien";"Liste 4, NEOS - Das Neue Österreich (NEOS)";65;"Kreil, Dr. mphAnna";1975;"Ärztin";20
"Landeswahlkreis";"Landesparteiliste Wien";"Liste 4, NEOS - Das Neue Österreich (NEOS)";66;"Wiederkehr, Christoph";1990;"Politiker";72
"Landeswahlkreis";"Landesparteiliste Wien";"Liste 5, JETZT - Liste Pilz (JETZT)";1;"Stern, Maria";1972;"Lehrerin";345
"Landeswahlkreis";"Landesparteiliste Wien";"Liste 5, JETZT - Liste Pilz (JETZT)";2;"Berg, Airan";1961;"Regisseur";45
"Landeswahlkreis";"Landesparteiliste Wien";"Liste 5, JETZT - Liste Pilz (JETZT)";3;"Giendl, Dr. Susanne";1967;"Juristin am Verwaltungsgerichtshof";128
"Landeswahlkreis";"Landesparteiliste Wien";"Liste 5, JETZT - Liste Pilz (JETZT)";4;"Huber, Thomas";1961;"AHS-Lehrer";25
"Landeswahlkreis";"Landesparteiliste Wien";"Liste 5, JETZT - Liste Pilz (JETZT)";5;"Dachler, Marlies";1988;"EU-Referentin";49
"Landeswahlkreis";"Landesparteiliste Wien";"Liste 5, JETZT - Liste Pilz (JETZT)";6;"Nasswetter, Dipl.-Ing.Thomas";1965;"PR-Berater";10
"Landeswahlkreis";"Landesparteiliste Wien";"Liste 5, JETZT - Liste Pilz (JETZT)";7;"Beclin, Dr. Barbara";1968;"Juristin, Klubdirektorin im Nationalrat";44
"Landeswahlkreis";"Landesparteiliste Wien";"Liste 5, JETZT - Liste Pilz (JETZT)";8;"Hanisch, Mag. Georg";1981;"Lehrer";20
"Landeswahlkreis";"Landesparteiliste Wien";"Liste 5, JETZT - Liste Pilz (JETZT)";9;"Besirevic, Benjamin";1995;"Student";12
"Landeswahlkreis";"Landesparteiliste Wien";"Liste 5, JETZT - Liste Pilz (JETZT)";10;"Meischl, Dr. Tobias";1993;"Arzt, Hochschullehrer";35
"Landeswahlkreis";"Landesparteiliste Wien";"Liste 5, JETZT - Liste Pilz (JETZT)";11;"Podirsky, Dipl.-Ing.Klaus";1955;"Coach";13
"Landeswahlkreis";"Landesparteiliste Wien";"Liste 5, JETZT - Liste Pilz (JETZT)";12;"Sprinzl, Ing. Günter";1954;"Pensionist";6
"Landeswahlkreis";"Landesparteiliste Wien";"Liste 5, JETZT - Liste Pilz (JETZT)";13;"Beigel, Peter";1999;"Student";19
"Landeswahlkreis";"Landesparteiliste Wien";"Liste 5, JETZT - Liste Pilz (JETZT)";14;"Weber, Nikolaus";1979;"Beamter, Schriftsteller";13
"Landeswahlkreis";"Landesparteiliste Wien";"Liste 5, JETZT - Liste Pilz (JETZT)";15;"Cubela-Bajramovic, Mag. Ruzica";1982;"Lektorin";10
"Landeswahlkreis";"Landesparteiliste Wien";"Liste 5, JETZT - Liste Pilz (JETZT)";16;"Wessely, Georg";1979;"Vertragsbediensteter/BMÖDS";6
"Landeswahlkreis";"Landesparteiliste Wien";"Liste 5, JETZT - Liste Pilz (JETZT)";17;"Keshavarzi-Ebenhöchwimmer, Mag. Golaleh";1967;"Lehrerin";11
"Landeswahlkreis";"Landesparteiliste Wien";"Liste 5, JETZT - Liste Pilz (JETZT)";18;"Walach, Dr. Thomas";1983;"Historiker";50
"Landeswahlkreis";"Landesparteiliste Wien";"Liste 5, JETZT - Liste Pilz (JETZT)";19;"Bertotti-Steiner, Martina";1959;"kfm. Angestellte";2
"Landeswahlkreis";"Landesparteiliste Wien";"Liste 5, JETZT - Liste Pilz (JETZT)";20;"Simeonov, Emil";1969;"Mathematiker";8
"Landeswahlkreis";"Landesparteiliste Wien";"Liste 5, JETZT - Liste Pilz (JETZT)";21;"Kaman, Havva";1971;"Gastronomin";3
"Landeswahlkreis";"Landesparteiliste Wien";"Liste 5, JETZT - Liste Pilz (JETZT)";22;"Moritz, Thomas";1968;"Software Entwickler";13
"Landeswahlkreis";"Landesparteiliste Wien";"Liste 5, JETZT - Liste Pilz (JETZT)";23;"Elashtokhy, Andrea Michaela";1963;"Luftfracht Export Mitarbeiterin";1
"Landeswahlkreis";"Landesparteiliste Wien";"Liste 5, JETZT - Liste Pilz (JETZT)";24;"Marhl, Christian";1957;"Maschinenbauer";1
"Landeswahlkreis";"Landesparteiliste Wien";"Liste 5, JETZT - Liste Pilz (JETZT)";25;"Czak, Andrea";1969;"Angestellte";1
"Landeswahlkreis";"Landesparteiliste Wien";"Liste 5, JETZT - Liste Pilz (JETZT)";26;"Heidegger, Simon";1994;"Schauspieler";6
"Landeswahlkreis";"Landesparteiliste Wien";"Liste 5, JETZT - Liste Pilz (JETZT)";27;"Rittberger, Dr. Eva";1957;"Heilpädagogin";7
"Landeswahlkreis";"Landesparteiliste Wien";"Liste 5, JETZT - Liste Pilz (JETZT)";28;"Bires, Andreas";1981;"kfm. Angestellter";4
"Landeswahlkreis";"Landesparteiliste Wien";"Liste 5, JETZT - Liste Pilz (JETZT)";29;"Krejcar, Hermann";1959;"freisch. Künstler";4
"Landeswahlkreis";"Landesparteiliste Wien";"Liste 5, JETZT - Liste Pilz (JETZT)";30;"Wicke, Othmar";1962;"Karikaturist";8
"Landeswahlkreis";"Landesparteiliste Wien";"Liste 5, JETZT - Liste Pilz (JETZT)";31;"Gunia, Dorian";1987;"Bürokaufmann";4
"Landeswahlkreis";"Landesparteiliste Wien";"Liste 5, JETZT - Liste Pilz (JETZT)";32;"Kordic, Mag. Tina";1972;"Pianistin";11
"Landeswahlkreis";"Landesparteiliste Wien";"Liste 5, JETZT - Liste Pilz (JETZT)";33;"Bajramovic, Dr. Davud";1940;"Arzt, Pensionist";8
"Landeswahlkreis";"Landesparteiliste Wien";"Liste 5, JETZT - Liste Pilz (JETZT)";34;"Gabriel, Ernst Marius";1962;"Medienpädagoge";8
"Landeswahlkreis";"Landesparteiliste Wien";"Liste 5, JETZT - Liste Pilz (JETZT)";35;"Kahry, Mag. Regina";1978;"Soziologin";21
"Landeswahlkreis";"Landesparteiliste Wien";"Liste 6, Die Grünen - Die Grüne Alternative (GRÜNE)";1;"Hammer, Lukas";1983;"Umweltaktivist";1935
"Landeswahlkreis";"Landesparteiliste Wien";"Liste 6, Die Grünen - Die Grüne Alternative (GRÜNE)";2;"Ernst-Dziedzic, Dr. Ewa";1980;"Politologin";622
"Landeswahlkreis";"Landesparteiliste Wien";"Liste 6, Die Grünen - Die Grüne Alternative (GRÜNE)";3;"Maurer, Sigrid";1985;"Sozialwissenschafterin";3737
"Landeswahlkreis";"Landesparteiliste Wien";"Liste 6, Die Grünen - Die Grüne Alternative (GRÜNE)";4;"Blimlinger, Mag. Eva";1961;"Rektorin Akad. d. bild. Künste";1694
"Landeswahlkreis";"Landesparteiliste Wien";"Liste 6, Die Grünen - Die Grüne Alternative (GRÜNE)";5;"El-Nagashi, Mag. Faika";1976;"Abgeordnete zum Landtag";1231
"Landeswahlkreis";"Landesparteiliste Wien";"Liste 6, Die Grünen - Die Grüne Alternative (GRÜNE)";6;"Disoski, Mag. Meri";1982;"Geschäftsführerin";280
"Landeswahlkreis";"Landesparteiliste Wien";"Liste 6, Die Grünen - Die Grüne Alternative (GRÜNE)";7;"Korun, Mag. Alev";1969;"Politikwissenschafterin";965
"Landeswahlkreis";"Landesparteiliste Wien";"Liste 6, Die Grünen - Die Grüne Alternative (GRÜNE)";8;"Koza, Mag. Markus";1970;"Ökonom";398
"Landeswahlkreis";"Landesparteiliste Wien";"Liste 6, Die Grünen - Die Grüne Alternative (GRÜNE)";9;"Margulies, Dipl.-Ing.Martin";1965;"Abgeordneter z. Wr. Landtag";100
"Landeswahlkreis";"Landesparteiliste Wien";"Liste 6, Die Grünen - Die Grüne Alternative (GRÜNE)";10;"Bürstmayr, Mag. Georg";1963;"Rechtsanwalt";669
"Landeswahlkreis";"Landesparteiliste Wien";"Liste 6, Die Grünen - Die Grüne Alternative (GRÜNE)";11;"Rattay, Angelika";1977;"Designerin";93
"Landeswahlkreis";"Landesparteiliste Wien";"Liste 6, Die Grünen - Die Grüne Alternative (GRÜNE)";12;"Uhl, Mag. Isabelle";1968;"Dramaturgin";63
"Landeswahlkreis";"Landesparteiliste Wien";"Liste 6, Die Grünen - Die Grüne Alternative (GRÜNE)";13;"Rein, Alexander";1999;"Student";102
"Landeswahlkreis";"Landesparteiliste Wien";"Liste 6, Die Grünen - Die Grüne Alternative (GRÜNE)";14;"Wagner, Magdalena";1982;"Angestellte";58
"Landeswahlkreis";"Landesparteiliste Wien";"Liste 6, Die Grünen - Die Grüne Alternative (GRÜNE)";15;"Schobesberger, Mag. Thomas";1991;"NMS-Lehrer";215
"Landeswahlkreis";"Landesparteiliste Wien";"Liste 6, Die Grünen - Die Grüne Alternative (GRÜNE)";16;"Pilgram, Ulrike";1968;"selbstständig";60
"Landeswahlkreis";"Landesparteiliste Wien";"Liste 6, Die Grünen - Die Grüne Alternative (GRÜNE)";17;"Sander, Jutta";1959;"Beamtin";37
